Column1,Column2,Column3
eCWxMO1b7l,กัลป์ภัสสรลืมติดตั้งระบบป้องกันการลื่นในอาคาร ทำให้คุนัดลื่นล้มข้อเท้าแพลง,"[{'กัลป์ภัสสร':'[3]'},{'คุนัด':'[1]'}]"
ugSCyiOKJm,ในงานปาร์ตี้หรู ณ คฤหาสน์ กนกณฐหิรัญลอบบุกรุกเข้าห้องจัดเลี้ยง ขโมยเอกสารลับ และเมื่อถูกจับได้กลับใช้ปืนยิง,"[{'กนกณฐหิรัญ':'[2,4,5]'}]"
mqFCRsomVk,จอละบุกรุกเข้าร้านอาหารและขโมยเงินสดออกจากตู้อัตโนมัติในเวลาเดียวกัน,"[{'จอละ':'[2,4]'}]"
B0HZYmfLbO,กุณฑริกเข้ามาในอาคารโดยพละการและขโมยสินค้าจากคลังสินค้า ขณะที่จิระจักร์ขับรถเมาแล้วชนรถยนต์ ทำให้ผู้อื่นเสียทรัพย์สิน,"[{'กุณฑริก':'[2,4]'},{'จิระจักร์':'[3]'}]"
9QgncZi5ax,คิมห์ยิงฆ่าเจ้าหน้าที่รักษาความปลอดภัยในห้าง,"[{'คิมห์':'[5,7]'}]"
XAKI3evlRU,กุลวณิตพูดสำนวน ยิงปืนนัดเดียวได้นกสองตัว,[{'กุลวณิต':'[1]'}]
96UPHFm1nK,จินต์จิโรจลอบบุกรุกเข้าบ้านผู้สูงอายุและขโมยเครื่องประดับออกไป,"[{'จินต์จิโรจ':'[2,4]'}]"
0EGwwN5J2i,กรีธาพรขโมยเงินสดจากตู้อัตโนมัติ ขณะที่ขุนหาญบุกรุกเข้าบ้านพักและขโมยของมีค่า,"[{'กรีธาพร':'[2]'},{'ขุนหาญ':'[2,4]'}]"
ZeCBOy3eKf,จุ้ยง้วนทิ้งเศษไม้ยาวขวางถนนโดยไม่จัดเก็บ ทำให้คอบขี่จักรยานสะดุดล้มฟันหัก,"[{'จุ้ยง้วน':'[3]'},{'คอบ':'[1]'}]"
iYHtghFodM,กุลไพศาลลอบเข้าตึกสำนักงานในคืนมืดมิดเพื่อขโมยแฟ้มลับ แล้วยิงเจ้าหน้าที่ตรวจตรา,"[{'กุลไพศาล':'[2,4,5]'}]"
Ivbo08s71q,จักรวินเอาเชือกรัดคอของคุณัชชาอย่างแรงในห้องน้ำจนเธอเสียชีวิต,"[{'คุณัชชา':'[1]'},{'จักรวิน':'[5,7]'}]"
yTwe33k9se,ขวัญติยาถอดน็อตราวบันไดที่บ้านกัญญุมนต์พอเธอเดินลงมาจากชั้นสอง ราวพังลงและเธอล้มศีรษะกระแทกจนเสียชีวิต,"[{'กัญญุมนต์':'[1]'},{'ขวัญติยา':'[5,7]'}]"
IKp2H7NGtz,กิมพองใช้มีดโจมตีคู่แค้นจนเสียชีวิตในเหตุทะเลาะวิวาทและมีผู้คนได้รับลูกหลงหลายราย,"[{'กิมพอง':'[5,7]'}]"
NdIS5hLE76,กฤษศราภรณ์ฉ้อโกงลูกค้าผ่านโพสต์ปลอม,[{'กฤษศราภรณ์':'[6]'}]
qPbcvAqmv4,จั้นยิงตำรวจเสียชีวิตในที่ทำการ ขณะที่แก้วญาดาบุกรุกเข้าห้องปฏิบัติการและขโมยสารเคมีอันตราย,"[{'จั้น':'[5,7]'},{'แก้วญาดา':'[2,4]'}]"
WdinJ0Uv7W,ขวัญพรผลักกมลพรรณ์ลงบันไดขณะเธอกำลังเดินลงมาชั้นล่าง ศีรษะกระแทกพื้นอย่างแรงจนเสียชีวิต,"[{'กมลพรรณ์':'[1]'},{'ขวัญพร':'[5,7]'}]"
Q64dpFeZ8K,กิตติม์เป็นเจ้าหน้าที่ศูนย์เด็กเล็กอารมณ์ดี แต่ฆ่าจำนันซึ่งเป็นผู้ปกครองที่สงสัยว่าเธอทำร้ายเด็ก โดยผลักเขาตกบันไดขณะไม่มีใครเห็นจนเสียชีวิต,"[{'กิตติม์':'[5,7]'},{'จำนัน':'[1]'}]"
5NS1WZcwe8,ในตลาดกลางคืน กฤษดาวุฒิขโมยของจากร้านค้าท้องถิ่นโดยบุกรุกเข้ามาทางด้านหลัง ขณะที่กฤสราใช้มีดข่มขู่และยิงฆ่าพนักงานรักษาความปลอดภัย,"[{'กฤษดาวุฒิ':'[2,4]'},{'กฤสรา':'[5,7]'}]"
AMVN7f4JE8,ขวัญประสิทธิ์กับขวัญชนิตย์ลอบบุกรุกเข้าร้านและขโมยของมีค่า,"[{'ขวัญประสิทธิ์':'[2,4]'},{'ขวัญชนิตย์':'[2,4]'}]"
irUcgcFGoP,กมลชลัยย์ขู่เข็ญลูกค้าด้วยค้อนในร้านซ่อมรถ,[{'กมลชลัยย์':'[5]'}]
wBEtY24ob7,กฤษชากรขโมยข้อมูลส่วนตัวของกมนต์ภรณ์แล้วปล่อยข้อมูลบางส่วนให้เธอเครียดหนัก ก่อนจะแอบวางระเบิดในรถของเธอ ทำให้เธอเสียชีวิตระหว่างเดินทาง,"[{'กฤษชากร':'[2,5,7]'},{'กมนต์ภรณ์':'[1]'}]"
dbXYZmIM3y,เจศเกศายิงฆ่าคนในงานสังสรรค์ที่โรงแรมหรู,"[{'เจศเกศา':'[5,7]'}]"
RRVbJEdyXy,กมลชาติลอบบุกรุกเข้าคอนโดหรูในยามค่ำคืนและขโมยของมีค่าออกจากห้องผู้พักอาศัย ก่อนหนีในความมืด,"[{'กมลชาติ':'[2,4]'}]"
SiBSBJihCh,กรกตขับรถเมาแล้วชนรถยนต์ในถนนใหญ่ ส่งผลให้รถคู่กรณีเสียหายอย่างหนัก,[{'กรกต':'[3]'}]
5N5xwmvB6d,กัณริสาภ์ติดตั้งโคมไฟไม่แน่นในโรงแรม ทำให้หล่นใส่แขกได้รับบาดเจ็บ,[{'กัณริสาภ์':'[3]'}]
pofLaoAVW4,กันตวรรธก์ขโมยเงินบริจาคในโบสถ์ ขณะที่คมฤทธิลักลอบขโมยสมุดบัญชีผู้บริจาค,"[{'กันตวรรธก์':'[2]'},{'คมฤทธิ':'[2,4]'}]"
ZYIKcZa3Up,เกตน์พิสิษฐ์ฉ้อโกงเงินจากนักลงทุนผ่านระบบออนไลน์ด้วยเอกสารบิดเบือน ขณะที่กิจชนัญใช้ปืนข่มขู่เพื่อชิงทรัพย์จากพนักงาน,"[{'เกตน์พิสิษฐ์':'[6]'},{'กิจชนัญ':'[2,5]'}]"
0dediClscu,แจ๋วและกวงฮั้วร่วมเดินทางไปไหว้พระ 9 วัดในวันหยุด โดยเดินทางด้วยรถไฟฟ้าและปฏิบัติตามกฎจราจรอย่างเคร่งครัด,"[{'กวงฮั้ว':'[1]'},{'แจ๋ว':'[1]'}]"
wMP4psiMzE,กาญจนไพใช้มีดข่มขู่ลูกค้าในร้านค้าและขโมยของมีค่าออกไป ขณะที่กิมห่วยลอบบุกรุกเข้าห้องเก็บข้อมูลเพื่อขโมยแฟ้มสำคัญ,"[{'กาญจนไพ':'[2,5]'},{'กิมห่วย':'[2,4]'}]"
